test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,data_transfer_bytes_per_sec,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb,fail_data_transfer_bytes_per_sec
nbomber_default_test_suite_name,nbomber_default_test_name,get_product_cache_hit,00:00:30,global information,15000,12603,2397,420.1,17159.02,46812.72,59794.23,47677.44,52133.89,59211.78,59604.99,6877.19,0.364,0.364,0.364,4.483,156697.3,79.9,59999.4,60009.07,60045,60030.98,60030.98,60030.98,60063.74,6.96,0,0,0,0,0
