test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,data_transfer_bytes_per_sec,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb,fail_data_transfer_bytes_per_sec
nbomber_default_test_suite_name,nbomber_default_test_name,get_product_cache_hit,00:00:30,global information,15000,15000,0,500,8763.38,45568.2,52709.6,47906.82,49971.2,51871.74,52494.34,6040.44,0.364,0.364,0.364,5.336,186500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
